artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,duration_minutes
jason aldean,dirt road anthem,229413,False,2010,53,0.678,0.739,2,-5.068,1,0.0352,0.32,2.36e-06,0.116,0.658,127.037,country,3.82355
wiz khalifa,roll up,227773,True,2011,63,0.523,0.805,3,-5.473,1,0.192,0.0524,0.0,0.0914,0.602,125.358,hip hop,3.7962166666666666
onerepublic,good life,253306,True,2009,72,0.634,0.69,6,-7.804,1,0.052,0.0771,0.0,0.132,0.645,94.988,pop,4.2217666666666664
bad meets evil,lighters,303813,True,2011,68,0.676,0.695,0,-8.327,1,0.245,0.352,0.0,0.119,0.144,90.268,hip hop,5.06355
bruno mars,the lazy song,189109,False,2010,75,0.794,0.711,8,-5.124,0,0.0699,0.3,0.0,0.0955,0.955,174.915,pop,3.1518166666666665
lupe fiasco,the show goes on,239613,True,2011,70,0.591,0.889,7,-3.839,1,0.115,0.0189,0.0,0.155,0.65,143.067,hip hop,3.99355
james morrison,i won't let you go,229303,False,2011,64,0.537,0.611,0,-6.427,1,0.0304,0.229,0.0,0.146,0.161,105.955,pop,3.8217166666666667
jason derulo,it girl,192200,False,2011,70,0.668,0.718,1,-4.736,0,0.0605,0.0165,0.0,0.104,0.345,91.993,hip hop,3.203333333333333
adele,someone like you,285240,False,2011,4,0.554,0.321,9,-8.251,1,0.028,0.893,0.0,0.0996,0.288,135.047,pop,4.754
red hot chili peppers,the adventures of rain dance maggie,282400,False,2011,65,0.683,0.734,4,-4.523,0,0.029,0.00112,0.0139,0.258,0.576,106.254,rock,4.706666666666667
keri hilson,pretty girl rock,243920,False,2010,67,0.666,0.87,11,-5.004,0,0.246,0.203,0.0,0.0851,0.9,160.014,pop,4.065333333333333
p!nk,f**kin' perfect,213413,True,2010,60,0.563,0.671,7,-4.788,1,0.0373,0.0422,0.0,0.36,0.45,91.964,pop,3.5568833333333334
lady gaga,the edge of glory,320546,False,2011,67,0.583,0.768,9,-6.477,1,0.041,0.000323,0.0162,0.109,0.357,127.952,pop,5.342433333333333
lady a,just a kiss,218840,False,2011,63,0.593,0.639,1,-5.826,1,0.0307,0.446,0.0,0.0998,0.332,142.881,pop,3.6473333333333335
hot chelle rae,tonight tonight,200466,False,2011,73,0.686,0.783,4,-4.977,1,0.119,0.0764,0.0,0.163,0.814,99.978,hip hop,3.3411
grouplove,tongue tied,218013,False,2011,79,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96,pop,3.63355
coldplay,every teardrop is a waterfall,240796,False,2011,69,0.425,0.732,9,-6.883,1,0.0396,0.00194,0.0103,0.171,0.333,117.98,rock,4.0132666666666665
beyoncé,best thing i never had,253746,False,2011,69,0.545,0.649,6,-4.062,1,0.0324,0.143,1.57e-05,0.0894,0.297,99.099,pop,4.2291
p!nk,raise your glass,202960,True,2010,76,0.7,0.709,7,-5.006,1,0.0838,0.0048,0.0,0.029,0.624,122.019,pop,3.3826666666666667
christina perri,jar of hearts,246587,False,2011,72,0.349,0.348,3,-6.142,1,0.0316,0.726,0.0,0.12,0.0886,74.541,pop,4.109783333333334
bruno mars,marry you,230192,False,2010,75,0.621,0.82,10,-4.865,1,0.0367,0.332,0.0,0.104,0.452,144.905,pop,3.836533333333333
lil wayne,how to love,240306,False,2011,0,0.644,0.661,11,-6.093,1,0.0418,0.000177,5.23e-06,0.108,0.272,153.992,hip hop,4.0051
christina perri,a thousand years,285120,False,2011,70,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,pop,4.752
carly rae jepsen,call me maybe,193400,False,2012,78,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,pop,3.223333333333333
fun.,we are young (feat. janelle monáe),250626,False,2012,76,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,rock,4.1771
sean paul,she doesn't mind,227786,False,2012,70,0.718,0.776,7,-5.208,0,0.0693,0.000624,5.3e-06,0.207,0.622,120.015,hip hop,3.7964333333333333
pitbull,international love (feat. chris brown),227280,False,2011,74,0.67,0.855,0,-3.035,0,0.0499,0.0124,0.0,0.335,0.648,120.05,hip hop,3.788
dev,in the dark,226226,False,2012,52,0.736,0.824,8,-4.231,1,0.0672,0.00358,0.000921,0.329,0.443,124.954,pop,3.7704333333333335
adele,skyfall,286480,False,2012,74,0.346,0.552,0,-6.864,0,0.0282,0.417,0.0,0.114,0.0789,75.881,pop,4.774666666666667
david guetta,turn me on (feat. nicki minaj),199680,False,2012,65,0.704,0.793,8,-2.266,1,0.0591,0.0488,0.0,0.575,0.412,127.96,hip hop,3.328
rihanna,where have you been,242680,False,2011,71,0.719,0.847,0,-6.34,0,0.0916,0.00201,0.0204,0.223,0.444,127.963,hip hop,4.044666666666667
jay-z,ni**as in paris,219333,True,2011,82,0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,140.022,hip hop,3.65555
maroon 5,one more night,219546,False,2012,74,0.716,0.821,5,-3.435,0,0.0314,0.0558,0.0,0.0844,0.618,92.997,pop,3.6591
skrillex,bangarang (feat. sirah),215253,True,2011,70,0.716,0.972,7,-2.302,1,0.196,0.0145,3.22e-05,0.317,0.576,110.026,hip hop,3.58755
the wanted,chasing the sun,198800,False,2012,69,0.637,0.732,7,-6.209,0,0.0965,0.244,0.0,0.498,0.68,128.108,pop,3.3133333333333335
flo rida,whistle,224653,False,2012,77,0.747,0.937,0,-5.746,1,0.0453,0.0208,0.0,0.29,0.739,103.976,hip hop,3.7442166666666665
will.i.am,this is love,279026,False,2013,62,0.535,0.796,0,-3.446,0,0.0445,0.00473,0.0,0.145,0.282,128.954,hip hop,4.650433333333333
david guetta,she wolf (falling to pieces) [feat. sia],222500,False,2012,66,0.492,0.857,7,-2.634,1,0.0655,0.0841,7.82e-06,0.344,0.393,129.973,hip hop,3.7083333333333335
nicki minaj,pound the alarm,205640,True,2012,64,0.728,0.858,9,-3.686,1,0.0609,0.0403,4.09e-06,0.0241,0.591,125.055,hip hop,3.4273333333333333
kendrick lamar,swimming pools (drank) - extended version,313786,True,2012,63,0.716,0.485,1,-7.745,1,0.404,0.123,2.69e-05,0.604,0.26,74.132,hip hop,5.2297666666666665
marina,primadonna,221075,False,2012,78,0.66,0.689,4,-2.671,0,0.0337,0.0884,0.0,0.0922,0.427,127.98,pop,3.6845833333333333
kanye west,mercy,329320,True,2012,73,0.563,0.496,6,-9.381,0,0.406,0.0685,5.8e-05,0.173,0.426,139.993,hip hop,5.488666666666667
dj fresh,hot right now (feat. rita ora) - radio edit,182333,False,2012,58,0.524,0.972,4,-1.569,0,0.0431,0.00656,0.00058,0.224,0.476,175.017,pop,3.038883333333333
psy,gangnam style (강남스타일),219493,False,2012,72,0.727,0.937,11,-2.871,0,0.286,0.00417,0.0,0.091,0.749,132.067,pop,3.6582166666666667
kesha,die young,211920,False,2012,78,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,pop,3.532
usher,scream,234693,False,2012,66,0.616,0.862,7,-5.18,0,0.0973,0.00117,0.0,0.179,0.569,127.992,hip hop,3.91155
olly murs,troublemaker (feat. flo rida),185586,False,2012,0,0.762,0.863,0,-3.689,0,0.0565,0.015,0.0,0.125,0.965,106.008,pop,3.0931
linkin park,burn it down,230253,False,2012,73,0.585,0.972,9,-4.45,0,0.0534,0.0143,0.0,0.0707,0.585,110.006,rock,3.83755
bruno mars,locked out of heaven,233478,False,2012,85,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,pop,3.8913
avicii,levels - radio edit,199906,False,2011,77,0.584,0.889,1,-5.941,0,0.0343,0.0462,0.828,0.309,0.464,126.04,pop,3.3317666666666668
flo rida,good feeling,248133,False,2012,76,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,hip hop,4.13555
rihanna,diamonds,225146,False,2012,75,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,hip hop,3.7524333333333333
wiz khalifa,"work hard, play hard",219026,True,2012,62,0.787,0.666,11,-4.475,1,0.0485,0.0409,1.91e-05,0.296,0.485,140.008,hip hop,3.6504333333333334
katy perry,part of me,216160,False,2012,73,0.678,0.918,5,-4.63,1,0.0355,0.000417,0.0,0.0744,0.769,130.028,pop,3.6026666666666665
nicki minaj,starships,210626,True,2012,75,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008,hip hop,3.5104333333333333
kendrick lamar,m.a.a.d city,350120,True,2012,67,0.487,0.729,2,-6.815,1,0.271,0.0538,4.07e-06,0.44,0.217,91.048,hip hop,5.835333333333334
asaf avidan & the mojos,one day / reckoning song (wankelmut remix) [radio edit],212360,False,2012,0,0.821,0.676,3,-6.366,0,0.0547,0.187,0.0001,0.0927,0.559,119.012,pop,3.5393333333333334
florence + the machine,spectrum (say my name) - calvin harris remix,218190,False,2011,68,0.578,0.946,11,-3.85,0,0.0482,0.00225,0.00412,0.0966,0.588,126.092,rock,3.6365
azealia banks,212,204956,True,2014,0,0.847,0.769,11,-5.761,0,0.258,0.0145,0.00012,0.0767,0.626,126.017,hip hop,3.4159333333333333
maroon 5,payphone,231173,True,2012,82,0.743,0.752,4,-4.813,1,0.0414,0.0188,0.0,0.287,0.545,110.015,pop,3.852883333333333
james arthur,impossible,209440,False,2013,75,0.376,0.695,0,-4.782,0,0.0933,0.135,0.0,0.11,0.302,169.533,pop,3.490666666666667
michel teló,ai se eu te pego - live,166866,False,2012,0,0.676,0.935,11,-4.55,1,0.0692,0.357,0.0,0.853,0.85,96.055,country,2.7811
otto knows,million voices - radio edit,192866,False,2012,0,0.582,0.894,8,-6.298,1,0.041,0.0022,0.0223,0.0664,0.0694,125.946,pop,3.2144333333333335
icona pop,i love it,156773,True,2012,51,0.71,0.901,1,-2.686,1,0.0296,0.00828,1.34e-05,0.172,0.86,125.953,pop,2.6128833333333334
calvin harris,feel so close - radio edit,206413,False,2012,79,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,hip hop,3.4402166666666667
jennifer lopez,dance again,237266,False,2012,0,0.797,0.867,11,-5.242,0,0.0696,0.0158,2.79e-06,0.0868,0.716,127.974,hip hop,3.9544333333333332
grimes,oblivion,251266,False,2012,0,0.697,0.529,2,-8.838,1,0.0338,0.115,0.901,0.0895,0.486,155.974,pop,4.187766666666667
adele,rumour has it,223266,False,2011,0,0.612,0.748,0,-5.014,1,0.0445,0.617,0.0,0.167,0.574,120.052,pop,3.7211
chris brown,turn up the music,227973,False,2012,64,0.594,0.841,1,-5.792,1,0.102,0.000238,2.22e-06,0.156,0.643,129.925,hip hop,3.79955
frank ocean,lost,234093,True,2012,64,0.913,0.603,8,-4.892,1,0.226,0.0272,0.000503,0.167,0.497,123.061,hip hop,3.90155
calvin harris,let's go (feat. ne-yo),232800,False,2012,66,0.71,0.882,4,-2.932,0,0.0595,0.00777,0.00771,0.294,0.875,128.016,hip hop,3.88
the script,hall of fame (feat. will.i.am),202533,False,2012,78,0.421,0.873,10,-4.343,1,0.0564,0.0654,0.0,0.123,0.629,84.786,pop,3.37555
swedish house mafia,don't you worry child - radio edit,212862,False,2012,76,0.612,0.84,11,-3.145,0,0.0509,0.112,0.0,0.116,0.438,129.042,pop,3.5477
marina,how to be a heartbreaker,221493,False,2012,50,0.69,0.897,11,-4.696,0,0.0506,0.0142,0.0,0.108,0.849,140.05,pop,3.69155
justin bieber,boyfriend,171333,False,2012,63,0.717,0.55,10,-6.019,0,0.0519,0.0358,0.00198,0.126,0.331,96.979,pop,2.85555
david guetta,titanium (feat. sia),245040,False,2012,79,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,hip hop,4.084
jessie j,domino,231840,False,2011,74,0.758,0.557,7,-4.568,1,0.034,0.0117,0.0,0.0418,0.781,126.986,hip hop,3.864
taylor swift,i knew you were trouble.,219720,False,2012,59,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,pop,3.662
schoolboy q,hands on the wheel (feat. asap rocky),197131,True,2012,61,0.646,0.784,1,-7.471,0,0.108,0.0166,0.0,0.0721,0.179,127.839,hip hop,3.2855166666666666
p!nk,try,247906,False,2012,76,0.674,0.628,2,-7.079,1,0.03,0.00144,0.0,0.0944,0.552,103.998,pop,4.131766666666667
robbie williams,candy,201053,False,2012,68,0.715,0.791,10,-6.63,1,0.0414,0.0368,0.0,0.0694,0.879,116.043,pop,3.3508833333333334
snoop dogg,"young, wild & free (feat. bruno mars)",207333,True,2011,77,0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078,hip hop,3.45555
justin bieber,as long as you love me,229466,False,2012,67,0.571,0.873,0,-3.382,0,0.1,0.0811,0.0,0.361,0.613,139.691,pop,3.8244333333333334
rita ora,r.i.p. (feat. tinie tempah),228026,False,2012,46,0.603,0.831,11,-3.443,0,0.0479,0.027,0.0,0.652,0.358,72.022,hip hop,3.8004333333333333
alex clare,too close,256613,False,2011,60,0.588,0.694,11,-4.278,0,0.0387,0.00948,0.0,0.113,0.271,126.027,rock,4.276883333333333
tyga,faded,206666,True,2012,58,0.831,0.667,1,-8.438,1,0.188,0.0103,0.0,0.35,0.339,95.073,hip hop,3.4444333333333335
alesso,years - ラジオ・エディット,195480,False,2012,0,0.37,0.823,2,-6.245,1,0.0805,0.00234,1.91e-06,0.174,0.323,128.008,pop,3.258
guy sebastian,battle scars (feat. lupe fiasco),250080,False,2012,0,0.61,0.863,5,-2.632,0,0.206,0.186,0.0,0.097,0.508,83.993,pop,4.168
katy perry,the one that got away,227333,False,2012,72,0.687,0.792,1,-4.023,0,0.0353,0.000802,0.0,0.2,0.864,133.962,pop,3.788883333333333
avicii,silhouettes - original radio edit,211880,False,2012,53,0.605,0.8,5,-6.235,0,0.0545,0.155,0.0562,0.121,0.836,128.074,pop,3.5313333333333334
gotye,somebody that i used to know,244884,False,2011,57,0.863,0.527,0,-6.896,1,0.0358,0.607,0.000168,0.107,0.674,129.054,set(),4.0814
flo rida,wild ones (feat. sia),232946,False,2012,77,0.608,0.86,5,-5.324,0,0.0554,0.0991,0.0,0.262,0.437,127.075,hip hop,3.882433333333333
one direction,what makes you beautiful,199986,False,2012,82,0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99,pop,3.3331
lana del rey,born to die,286253,False,2012,53,0.18,0.636,4,-6.591,0,0.0439,0.209,0.000133,0.217,0.39,75.223,pop,4.770883333333333
kesha,c'mon,214333,False,2012,0,0.558,0.781,1,-5.448,0,0.0963,0.00657,0.00144,0.102,0.286,126.025,pop,3.572216666666667
owl city,good time,205933,False,2012,77,0.56,0.872,3,-4.269,1,0.14,0.0239,6.98e-06,0.371,0.682,126.05,rock,3.4322166666666667
calvin harris,we'll be coming back (feat. example),234360,False,2012,62,0.596,0.952,7,-4.364,1,0.0873,0.00131,0.0,0.598,0.571,127.945,hip hop,3.906
emeli sandé,"read all about it, pt. iii",283706,False,2012,65,0.63,0.44,2,-7.186,1,0.0249,0.822,3.87e-06,0.0926,0.343,98.082,pop,4.728433333333333
ellie goulding,lights - single version,210853,False,2010,63,0.682,0.795,8,-6.17,0,0.0367,0.0297,0.0391,0.131,0.78,120.008,pop,3.5142166666666665
train,drive by,195973,False,2012,77,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,pop,3.2662166666666668
disclosure,latch,255631,False,2013,74,0.503,0.727,1,-5.456,1,0.167,0.0159,9.45e-05,0.0895,0.521,121.985,pop,4.260516666666667
coldplay,princess of china,239215,False,2011,66,0.42,0.69,9,-6.221,0,0.0347,0.00385,0.015,0.287,0.237,85.014,rock,3.9869166666666667
one direction,live while we're young,200186,False,2012,0,0.658,0.837,2,-2.063,1,0.0543,0.0629,0.0,0.0969,0.936,126.015,pop,3.3364333333333334
gym class heroes,ass back home (feat. neon hitch),222213,True,2011,61,0.716,0.838,10,-4.289,1,0.0513,0.134,0.0,0.148,0.646,130.034,hip hop,3.70355
carrie underwood,blown away,240133,False,2012,63,0.531,0.843,9,-2.569,0,0.0429,0.0909,0.0,0.0283,0.392,136.991,pop,4.0022166666666665
alt-j,breezeblocks,227080,False,2012,71,0.616,0.656,5,-7.298,1,0.0344,0.096,0.000879,0.205,0.286,150.071,rock,3.784666666666667
chris brown,don't wake me up,222306,False,2012,62,0.602,0.691,7,-5.197,0,0.051,0.0548,0.0,0.144,0.206,127.967,hip hop,3.7051
kelly clarkson,stronger (what doesn't kill you),221946,False,2011,74,0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116.044,pop,3.6991
katy perry,wide awake,220946,False,2012,65,0.514,0.683,5,-5.099,1,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,pop,3.6824333333333334
rita ora,how we do (party),247026,True,2012,48,0.738,0.922,7,-3.94,1,0.0833,0.0034,0.0,0.0986,0.689,116.024,hip hop,4.1171
rudimental,feel the love (feat. john newman),245186,False,2013,64,0.389,0.706,1,-6.849,1,0.0593,0.0026,0.000182,0.686,0.238,179.911,pop,4.086433333333333
lana del rey,ride,289080,True,2012,66,0.373,0.686,0,-5.52,1,0.034,0.128,1.96e-06,0.383,0.189,93.763,pop,4.818
ne-yo,let me love you (until you learn to love yourself),251626,False,2012,69,0.658,0.677,5,-6.628,1,0.0393,0.248,0.0,0.368,0.248,124.91,pop,4.193766666666667
demi lovato,give your heart a break,205346,False,2011,71,0.651,0.695,6,-3.218,1,0.0487,0.23,0.0,0.144,0.569,123.008,pop,3.422433333333333
little mix,wings,219733,False,2012,0,0.738,0.875,7,-3.141,1,0.127,0.000673,0.000556,0.285,0.538,114.962,pop,3.6622166666666667
bruno mars,it will rain,257720,False,2011,74,0.576,0.835,2,-6.826,1,0.0486,0.337,0.0,0.082,0.476,150.017,pop,4.295333333333334
cher lloyd,want u back,214013,False,2011,67,0.696,0.893,9,-2.963,1,0.076,0.0662,0.0,0.473,0.573,97.954,pop,3.566883333333333
lorde,royals,190185,False,2013,77,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,pop,3.16975
robin thicke,blurred lines,263053,False,2013,55,0.861,0.504,7,-7.707,1,0.0489,0.00412,1.78e-05,0.0783,0.881,120.0,pop,4.384216666666667
imagine dragons,radioactive,186813,False,2012,77,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,rock,3.11355
avicii,wake me up,247426,False,2013,6,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,pop,4.123766666666667
macklemore & ryan lewis,thrift shop (feat. wanz),235613,True,2012,1,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992,hip hop,3.9268833333333335
daft punk,get lucky (feat. pharrell williams & nile rodgers) - radio edit,248413,False,2013,83,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,hip hop,4.140216666666666
will.i.am,scream & shout,283400,True,2013,78,0.772,0.685,5,-6.849,1,0.0696,0.019,8.96e-05,0.131,0.501,130.033,hip hop,4.723333333333334
stromae,papaoutai,232146,False,2013,0,0.733,0.818,10,-7.222,0,0.0859,0.0241,0.0,0.0636,0.253,116.019,pop,3.8691
bingo players,get up (rattle) - vocal edit,166933,False,2013,1,0.801,0.985,7,-2.69,1,0.0645,0.0205,6.86e-06,0.296,0.722,127.99,pop,2.782216666666667
naughty boy,la la la,220779,False,2013,58,0.754,0.677,6,-4.399,0,0.0316,0.112,0.0,0.111,0.254,124.988,Dance/Electronic,3.67965
tom odell,another love,244360,True,2013,88,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,pop,4.072666666666667
2 chainz,we own it (fast & furious),227906,False,2013,69,0.563,0.902,1,-4.586,0,0.402,0.0545,0.0,0.0524,0.559,171.999,hip hop,3.7984333333333336
david guetta,play hard (feat. ne-yo & akon),201000,False,2012,69,0.691,0.921,8,-1.702,0,0.0533,0.173,0.0,0.331,0.8,130.072,hip hop,3.35
pitbull,feel this moment (feat. christina aguilera),229506,False,2012,77,0.673,0.758,7,-3.632,1,0.158,0.039,0.0,0.341,0.542,135.956,hip hop,3.8251
will.i.am,#thatpower,279506,False,2013,68,0.797,0.608,6,-6.096,0,0.0584,0.00112,7.66e-05,0.0748,0.402,127.999,hip hop,4.658433333333333
lil wayne,love me,255053,True,2013,68,0.669,0.634,11,-6.476,1,0.0327,0.0125,0.0,0.0946,0.496,124.906,hip hop,4.250883333333333
macklemore & ryan lewis,can't hold us (feat. ray dalton),258342,False,2012,81,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,hip hop,4.3057
martin garrix,animals - radio edit,176117,False,2013,0,0.593,0.914,1,-5.351,1,0.0363,0.00137,0.445,0.0714,0.0381,128.015,pop,2.9352833333333335
jason derulo,talk dirty (feat. 2 chainz),177685,True,2013,56,0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315,hip hop,2.9614166666666666
john newman,love me again,239894,False,2013,74,0.495,0.894,2,-4.814,0,0.0441,0.00453,0.000596,0.103,0.213,126.03,set(),3.9982333333333333
britney spears,work b**ch,247853,True,2013,0,0.63,0.816,9,-6.535,1,0.15,0.124,0.00111,0.0616,0.85,128.012,pop,4.130883333333333
the neighbourhood,sweater weather,240400,False,2013,89,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,rock,4.006666666666667
sebastian ingrosso,reload - radio edit,221272,False,2013,68,0.485,0.724,9,-4.633,0,0.0521,0.0736,0.0,0.0631,0.433,128.045,pop,3.687866666666667
capital cities,safe and sound,192693,False,2013,0,0.652,0.783,0,-4.829,1,0.0309,0.000189,0.0173,0.0889,0.836,117.952,pop,3.21155
demi lovato,heart attack,210840,False,2013,79,0.504,0.785,8,-4.802,1,0.104,0.0738,0.0,0.239,0.502,173.968,pop,3.514
arctic monkeys,why'd you only call me when you're high?,161123,False,2013,84,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,rock,2.6853833333333332
justin bieber,beauty and a beat,227986,False,2012,73,0.602,0.843,0,-4.831,1,0.0593,0.000688,5.27e-05,0.0682,0.526,128.003,pop,3.7997666666666667
eminem,the monster,250188,True,2013,75,0.781,0.853,1,-3.68,0,0.0715,0.0525,0.0,0.12,0.624,110.049,hip hop,4.1698
pitbull,don't stop the party (feat. tjr),206120,False,2012,64,0.722,0.958,4,-3.617,1,0.0912,0.00726,0.0,0.375,0.952,127.008,hip hop,3.4353333333333333
selena gomez,come & get it,231986,False,2013,69,0.546,0.787,7,-4.1,0,0.0517,0.0101,0.00021,0.0809,0.573,79.979,pop,3.866433333333333
disclosure,white noise,277687,False,2013,54,0.665,0.844,10,-6.164,0,0.0501,0.00963,0.000215,0.311,0.902,119.978,pop,4.628116666666667
flo rida,i cry,223800,False,2012,60,0.693,0.822,4,-5.441,0,0.0439,0.00616,1.79e-06,0.315,0.763,126.035,hip hop,3.73
kanye west,black skinhead,188013,True,2013,0,0.578,0.825,1,-6.107,1,0.322,0.000986,0.0,0.176,0.283,130.089,hip hop,3.13355
lana del rey,summertime sadness (lana del rey vs. cedric gervais) - cedric gervais remix,214912,False,2013,72,0.572,0.81,1,-5.791,0,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,pop,3.5818666666666665
eminem,berzerk,238746,True,2013,66,0.739,0.872,11,-4.059,0,0.333,0.0217,0.0,0.26,0.684,95.084,hip hop,3.9791
icona pop,i love it (feat. charli xcx),157152,True,2013,68,0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,pop,2.6192
fall out boy,my songs know what you did in the dark (light em up),186826,False,2013,71,0.558,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,0.567,151.99,rock,3.113766666666667
lorde,team,193058,False,2013,0,0.691,0.582,6,-7.444,1,0.0939,0.162,0.0,0.247,0.427,100.05,pop,3.217633333333333
avicii,i could be the one (avicii vs. nicky romero) - radio edit,208316,False,2012,68,0.509,0.79,6,-3.782,0,0.0374,0.332,6.67e-05,0.316,0.638,127.946,pop,3.4719333333333333
imagine dragons,demons,177506,False,2012,81,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.269,0.428,89.938,rock,2.9584333333333332
one direction,one way or another (teenage kicks),157293,False,2013,66,0.489,0.867,4,-3.121,0,0.071,0.025,0.0,0.586,0.409,162.131,pop,2.62155
